,id,label
66,Ele-Txt-WNL A good night sleep-ele,0
67,Ele-Txt-WNL Apple-ele,0
68,Ele-Txt-WNL Arctic Ramadan-ele,0
69,Ele-Txt-WNL Are MOOCs the future-ele,0
70,Ele-Txt-WNL are you a bad boyfriend-ele,0
71,Ele-Txt-WNL Bangladesh factory owners-ele,0
72,Ele-Txt-WNL Bangladeshi organization-ele,0
73,Ele-Txt-WNL Barack Obama-ele,0
74,Ele-Txt-WNL Basic phone logs-ele,0
75,Ele-Txt-WNL Billionaires-ele,0
76,Ele-Txt-WNL Black Friday-ele,0
77,Ele-Txt-WNL Bogus Allergy-ele,0
78,Ele-Txt-WNL Bright Future-ele,0
79,Ele-Txt-WNL Brown bears-ele,0
80,Ele-Txt-WNL Calais Migrants-ele,0
81,Ele-Txt-WNL Can the US-ele,0
82,Ele-Txt-WNL Canadian Pair-ele,0
83,Ele-Txt-WNL Castaway-ele,0
84,Ele-Txt-WNL Changing India-ele,0
85,Ele-Txt-WNL Coloring Books-ele,0
86,Ele-Txt-WNL Criminal Links-ele,0
87,Ele-Txt-WNL Cuba-ele,0
88,Ele-Txt-WNL David Bowie-ele,0
89,Ele-Txt-WNL David Mitchell-ele,0
90,Ele-Txt-WNL Drowning in rubbish-ele,0
91,Ele-Txt-WNL EU Pollution-ele,0
92,Ele-Txt-WNL Experience-ele,0
93,Ele-Txt-WNL Extinction-ele,0
94,Ele-Txt-WNL Extreme heat-ele,0
95,Ele-Txt-WNL FIFA-ele,0
96,Ele-Txt-WNL Fifth of young adults-ele,0
97,Ele-Txt-WNL First female coach-ele,0
98,Ele-Txt-WNL First high resolution images-ele,0
99,Ele-Txt-WNL Five jobs-ele,0
100,Ele-Txt-WNL Four new elements-ele,0
101,Ele-Txt-WNL Glastonbury-ele,0
102,Ele-Txt-WNL Goodbye fish and chips-ele,0
103,Ele-Txt-WNL Google boss-ele,0
104,Ele-Txt-WNL Google car-ele,0
105,Ele-Txt-WNL How downtown Abbey-ele,0
106,Ele-Txt-WNL I confused my numbers-ele,0
107,Ele-Txt-WNL Icebucket challenge-ele,0
108,Ele-Txt-WNL Icelandic names-ele,0
109,Ele-Txt-WNL In flight-ele,0
110,Ele-Txt-WNL India's rich-ele,0
111,Ele-Txt-WNL Inky the octopus-ele,0
112,Ele-Txt-WNL Inventions-ele,0
113,Ele-Txt-WNL Japan-ele,0
114,Ele-Txt-WNL JMW Turner-ele,0
115,Ele-Txt-WNL John Lewis-ele,0
116,Ele-Txt-WNL Kate Bush-ele,0
117,Ele-Txt-WNL Kiruna-ele,0
118,Ele-Txt-WNL Lego movie-ele,0
119,Ele-Txt-WNL Loneliness-ele,0
120,Ele-Txt-WNL Love hormonw-ele,0
121,Ele-Txt-WNL Making a killing-ele,0
122,Ele-Txt-WNL Man falls-ele,0
123,Ele-Txt-WNL Mars-ele,0
124,Ele-Txt-WNL Men in black-ele,0
125,Ele-Txt-WNL Mirrors-ele,0
126,Ele-Txt-WNL Morocco-ele,0
127,Ele-Txt-WNL Music-ele,0
128,Ele-Txt-WNL Mystery Shopper-ele,0
129,Ele-Txt-WNL NASA Astronaut-ele,0
130,Ele-Txt-WNL Neuroscientists-ele,0
131,Ele-Txt-WNL New Orleans-ele,0
132,Ele-Txt-WNL Nigerian low tech-ele,0
133,Ele-Txt-WNL Noise pollution -ele,0
134,Ele-Txt-WNL Novel way-ele,0
135,Ele-Txt-WNL On the trail-ele,0
136,Ele-Txt-WNL Organic Food-ele,0
137,Ele-Txt-WNL Pacific Islanders-ele,0
138,Ele-Txt-WNL Pizza chain-ele,0
139,Ele-Txt-WNL Planet-ele,0
140,Ele-Txt-WNL Poverty-ele,0
141,Ele-Txt-WNL Revolution-ele,0
142,Ele-Txt-WNL Rwanda-ele,0
143,Ele-Txt-WNL Satnav-ele,0
144,Ele-Txt-WNL Scarlett-ele,0
145,Ele-Txt-WNL School Sports-ele,0
146,Ele-Txt-WNL School-ele,0
147,Ele-Txt-WNL Scientist-ele,0
148,Ele-Txt-WNL Scottish referendum-ele,0
149,Ele-Txt-WNL SeaWorld-ele,0
150,Ele-Txt-WNL Shakespeare-ele,0
151,Ele-Txt-WNL shark-ele,0
152,Ele-Txt-WNL Ships noise-ele,0
153,Ele-Txt-WNL Shocking-ele,0
154,Ele-Txt-WNL Shops-ele,0
155,Ele-Txt-WNL six well paid jobs-ele,0
156,Ele-Txt-WNL Six year olds-ele,0
157,Ele-Txt-WNL Spain Robin Hood-ele,0
158,Ele-Txt-WNL Spain Wetlands-ele,0
159,Ele-Txt-WNL Star Wars-ele,0
160,Ele-Txt-WNL Still no flying cars-ele,0
161,Ele-Txt-WNL Swarthy caveman-ele,0
162,Ele-Txt-WNL Switched Babies-ele,0
163,Ele-Txt-WNL Ten ideas-ele,0
164,Ele-Txt-WNL The age of music-ele,0
165,Ele-Txt-WNL The Greek island-ele,0
166,Ele-Txt-WNL The last-ele,0
167,Ele-Txt-WNL The lightweight-ele,0
168,Ele-Txt-WNL The millenials-ele,0
169,Ele-Txt-WNL Tributes-ele,0
170,Ele-Txt-WNL Use of e-cig-ele,0
171,Ele-Txt-WNL Vienna-ele,0
172,Ele-Txt-WNL Waiters-ele,0
173,Ele-Txt-WNL Ways Facebook changed-ele,0
174,Ele-Txt-WNL We must-ele,0
175,Ele-Txt-WNL Wealth therapy-ele,0
176,Ele-Txt-WNL What does Apple-ele,0
177,Ele-Txt-WNL What is world's-ele,0
178,Ele-Txt-WNL What's the secret-ele,0
179,Ele-Txt-WNL Who can stop Trump-ele,0
180,Ele-Txt-WNL Who invented-ele,0
181,Ele-Txt-WNL Why are people so wrong-ele,0
182,Ele-Txt-WNL Why we should -ele,0
183,Ele-Txt-WNL Why you should start work at 10-ele,0
184,Ele-Txt-WNL Will drones-ele,0
185,Ele-Txt-WNL Winter-ele,0
186,Ele-Txt-WNL World Cup-ele,0
187,Ele-Txt-WNL Young Americans-ele,0
188,Ele-Txt-Zero Hours-ele,0
189,Int-Txt-Amazon-int,1
190,Int-Txt-Amsterdam-int,1
191,Int-Txt-Anita-int,1
192,Int-Txt-Arctic mapping-int,1
193,Int-Txt-Banksy-int,1
194,Int-Txt-Billionaires-int,1
195,Int-Txt-Blackberry-int,1
196,Int-Txt-Bolivia-int,1
197,Int-Txt-Bonus pay-int,1
198,Int-Txt-Brazil-int,1
199,Int-Txt-Cigarettes-int,1
200,Int-Txt-climate change -int,1
201,Int-Txt-Coal to challenge oil-int,1
202,Int-Txt-Copyright-int,1
203,Int-Txt-Crowdfunding-int,1
204,Int-Txt-Denmark-int,1
205,Int-Txt-Everest-int,1
206,Int-Txt-Exercise-int,1
207,Int-Txt-Facebook deserted by millions of users-int,1
208,Int-Txt-False memory-int,1
209,Int-Txt-Ferguson-int,1
210,Int-Txt-Fitness-int,1
211,Int-Txt-Food shortages-int,1
212,Int-Txt-Gangs-int,1
213,Int-Txt-Gorillas and oil-int,1
214,Int-Txt-Greeks and drugs-int,1
215,Int-Txt-Hillsborough-int,1
216,Int-Txt-Insects-int,1
217,Int-Txt-Japan menu-int,1
218,Int-Txt-Japan-int,1
219,Int-Txt-Kashmir-int,1
220,Int-Txt-Kate and William-int,1
221,Int-Txt-Kenya-int,1
222,Int-Txt-Liberia-int,1
223,Int-Txt-Lie detector-int,1
224,Int-Txt-Life expectancy-int,1
225,Int-Txt-Life on Mars-int,1
226,Int-Txt-Loterry-int,1
227,Int-Txt-Malala-int,1
228,Int-Txt-Meteorite-int,1
229,Int-Txt-Midlife crisis-int,1
230,Int-Txt-Murderers beware-int,1
231,Int-Txt-Nelson Mandela-int,1
232,Int-Txt-Nepal-int,1
233,Int-Txt-Norwegian sun-int,1
234,Int-Txt-NSA 2-int,1
235,Int-Txt-NSA scandal-int,1
236,Int-Txt-Obama-int,1
237,Int-Txt-Old age-int,1
238,Int-Txt-Organs-int,1
239,Int-Txt-Pope-int,1
240,Int-Txt-Prince Harry-int,1
241,Int-Txt-Rats-int,1
242,Int-Txt-Richard III-int,1
243,Int-Txt-Royal Baby-int,1
244,Int-Txt-Skydiver-int,1
245,Int-Txt-Spain-int,1
246,Int-Txt-Starbucks-int,1
247,Int-Txt-Superbugs-int,1
248,Int-Txt-Swedish prisons-int,1
249,Int-Txt-Syria-int,1
250,Int-Txt-Teff-int,1
251,Int-Txt-Thatcher-int,1
252,Int-Txt-US shutdown-int,1
253,Int-Txt-Violence-int,1
254,Int-Txt-WNL 101 year old bottle message-int,1
255,Int-Txt-WNL A good night sleep-int,1
256,Int-Txt-WNL Apple-int,1
257,Int-Txt-WNL Arctic Ramadan-int,1
258,Int-Txt-WNL Are MOOCs the future-int,1
259,Int-Txt-WNL are you a bad boyfriend-int,1
260,Int-Txt-WNL Bangladesh factory owners-int,1
261,Int-Txt-WNL Bangladeshi organization-int,1
262,Int-Txt-WNL Barack Obama-int,1
263,Int-Txt-WNL Basic phone logs-int,1
264,Int-Txt-WNL Billionaires-int,1
265,Int-Txt-WNL Black Friday-int,1
266,Int-Txt-WNL Bogus Allergy-int,1
267,Int-Txt-WNL Bright Future-int,1
268,Int-Txt-WNL Brown bears-int,1
269,Int-Txt-WNL Calais Migrants-int,1
270,Int-Txt-WNL Can the US-int,1
271,Int-Txt-WNL Canadian Pair-int,1
272,Int-Txt-WNL Castaway-int,1
273,Int-Txt-WNL Changing India-int,1
274,Int-Txt-WNL Coloring Books-int,1
275,Int-Txt-WNL Criminal Links-int,1
276,Int-Txt-WNL Cuba-int,1
277,Int-Txt-WNL David Bowie-int,1
278,Int-Txt-WNL David Mitchell-int,1
279,Int-Txt-WNL Drowning in rubbish-int,1
280,Int-Txt-WNL EU Pollution-int,1
281,Int-Txt-WNL Experience-int,1
282,Int-Txt-WNL Extinction-int,1
283,Int-Txt-WNL Extreme heat-int,1
284,Int-Txt-WNL FIFA-int,1
285,Int-Txt-WNL Fifth of young adults-int,1
286,Int-Txt-WNL First female coach-int,1
287,Int-Txt-WNL First high resolution images-int,1
288,Int-Txt-WNL Five jobs-int,1
289,Int-Txt-WNL Four new elements-int,1
290,Int-Txt-WNL Glastonbury-int,1
291,Int-Txt-WNL Goodbye fish and chips-int,1
292,Int-Txt-WNL Google boss-int,1
293,Int-Txt-WNL Google car-int,1
294,Int-Txt-WNL How downtown Abbey-int,1
295,Int-Txt-WNL I confused my numbers-int,1
296,Int-Txt-WNL Icebucket challenge-int,1
297,Int-Txt-WNL Icelandic names-int,1
298,Int-Txt-WNL In flight-int,1
299,Int-Txt-WNL India's rich-int,1
300,Int-Txt-WNL Inky the octopus-int,1
301,Int-Txt-WNL Inventions-int,1
302,Int-Txt-WNL Japan-int,1
303,Int-Txt-WNL JMW Turner-int,1
304,Int-Txt-WNL John Lewis-int,1
305,Int-Txt-WNL Kate Bush-int,1
306,Int-Txt-WNL Kiruna-int,1
307,Int-Txt-WNL Lego movie-int,1
308,Int-Txt-WNL Loneliness-int,1
309,Int-Txt-WNL Love hormonw-int,1
310,Int-Txt-WNL Making a killing-int,1
311,Int-Txt-WNL Man falls-int,1
312,Int-Txt-WNL Mars-int,1
313,Int-Txt-WNL Men in black-int,1
314,Int-Txt-WNL Mirrors-int,1
315,Int-Txt-WNL Morocco-int,1
316,Int-Txt-WNL Music-int,1
317,Int-Txt-WNL Mystery Shopper-int,1
318,Int-Txt-WNL NASA Astronaut-int,1
319,Int-Txt-WNL Neuroscientists-int,1
320,Int-Txt-WNL New Orleans-int,1
321,Int-Txt-WNL Nigerian low tech-int,1
322,Int-Txt-WNL Noise pollution -int,1
323,Int-Txt-WNL Novel way-int,1
324,Int-Txt-WNL On the trail-int,1
325,Int-Txt-WNL Organic Food-int,1
326,Int-Txt-WNL Pacific Islanders-int,1
327,Int-Txt-WNL Pizza chain-int,1
328,Int-Txt-WNL Planet-int,1
329,Int-Txt-WNL Poverty-int,1
330,Int-Txt-WNL Revolution-int,1
331,Int-Txt-WNL Rwanda-int,1
332,Int-Txt-WNL Satnav-int,1
333,Int-Txt-WNL Scarlett-int,1
334,Int-Txt-WNL School Sports-int,1
335,Int-Txt-WNL School-int,1
336,Int-Txt-WNL Scientist-int,1
337,Int-Txt-WNL Scottish referendum-int,1
338,Int-Txt-WNL SeaWorld-int,1
339,Int-Txt-WNL Shakespeare-int,1
340,Int-Txt-WNL shark-int,1
341,Int-Txt-WNL Ships noise-int,1
342,Int-Txt-WNL Shocking-int,1
343,Int-Txt-WNL Shops-int,1
344,Int-Txt-WNL six well paid jobs-int,1
345,Int-Txt-WNL Six year olds-int,1
346,Int-Txt-WNL Spain Robin Hood-int,1
347,Int-Txt-WNL Spain Wetlands-int,1
348,Int-Txt-WNL Star Wars-int,1
349,Int-Txt-WNL Still no flying cars-int,1
350,Int-Txt-WNL Swarthy caveman-int,1
351,Int-Txt-WNL Switched Babies-int,1
352,Int-Txt-WNL Ten ideas-int,1
353,Int-Txt-WNL The age of music-int,1
354,Int-Txt-WNL The Greek island-int,1
355,Int-Txt-WNL The last-int,1
356,Int-Txt-WNL The lightweight-int,1
357,Int-Txt-WNL The millenials-int,1
358,Int-Txt-WNL Tributes-int,1
359,Int-Txt-WNL Use of e-cig-int,1
360,Int-Txt-WNL Vienna-int,1
361,Int-Txt-WNL Waiters-int,1
362,Int-Txt-WNL Ways Facebook changed-int,1
363,Int-Txt-WNL We must-int,1
364,Int-Txt-WNL Wealth therapy-int,1
365,Int-Txt-WNL What does Apple-int,1
366,Int-Txt-WNL What is world's-int,1
367,Int-Txt-WNL What's the secret-int,1
368,Int-Txt-WNL Who can stop Trump-int,1
369,Int-Txt-WNL Who invented-int,1
370,Int-Txt-WNL Why are people so wrong-int,1
371,Int-Txt-WNL Why we should -int,1
372,Int-Txt-WNL Why you should start work at 10-int,1
373,Int-Txt-WNL Will drones-int,1
374,Int-Txt-WNL Winter-int,1
375,Int-Txt-WNL World Cup-int,1
376,Int-Txt-WNL Young Americans-int,1
377,Int-Txt-Zero Hours-int,1
378,Adv-Txt-Amazon-adv,2
379,Adv-Txt-Amsterdam-adv,2
380,Adv-Txt-Anita-adv,2
381,Adv-Txt-Arctic mapping-adv,2
382,Adv-Txt-Banksy-adv,2
383,Adv-Txt-Billionaires-adv,2
384,Adv-Txt-Blackberry-adv,2
385,Adv-Txt-Bolivia-adv,2
386,Adv-Txt-Bonus pay-adv,2
387,Adv-Txt-Brazil-adv,2
388,Adv-Txt-Cigarettes-adv,2
389,Adv-Txt-climate change -adv,2
390,Adv-Txt-Coal to challenge oil-adv,2
391,Adv-Txt-Copyright-adv,2
392,Adv-Txt-Crowdfunding-adv,2
393,Adv-Txt-Denmark-adv,2
394,Adv-Txt-Everest-adv,2
395,Adv-Txt-Exercise-adv,2
396,Adv-Txt-Facebook deserted by millions of users-adv,2
397,Adv-Txt-False memory-adv,2
398,Adv-Txt-Ferguson-adv,2
399,Adv-Txt-Fitness-adv,2
400,Adv-Txt-Food shortages-adv,2
401,Adv-Txt-Gangs-adv,2
402,Adv-Txt-Gorillas and oil-adv,2
403,Adv-Txt-Greeks and drugs-adv,2
404,Adv-Txt-Hillsborough-adv,2
405,Adv-Txt-Insects-adv,2
406,Adv-Txt-Japan menu-adv,2
407,Adv-Txt-Japan-adv,2
408,Adv-Txt-Kashmir-adv,2
409,Adv-Txt-Kate and William-adv,2
410,Adv-Txt-Kenya-adv,2
411,Adv-Txt-Liberia-adv,2
412,Adv-Txt-Lie detector-adv,2
413,Adv-Txt-Life expectancy-adv,2
414,Adv-Txt-Life on Mars-adv,2
415,Adv-Txt-Loterry-adv,2
416,Adv-Txt-Malala-adv,2
417,Adv-Txt-Meteorite-adv,2
418,Adv-Txt-Midlife crisis-adv,2
419,Adv-Txt-Murderers beware-adv,2
420,Adv-Txt-Nelson Mandela-adv,2
421,Adv-Txt-Nepal-adv,2
422,Adv-Txt-Norwegian sun-adv,2
423,Adv-Txt-NSA 2-adv,2
424,Adv-Txt-NSA scandal-adv,2
425,Adv-Txt-Obama-adv,2
426,Adv-Txt-Old age-adv,2
427,Adv-Txt-Organs-adv,2
428,Adv-Txt-Pope-adv,2
429,Adv-Txt-Prince Harry-adv,2
430,Adv-Txt-Rats-adv,2
431,Adv-Txt-Richard III-adv,2
432,Adv-Txt-Royal Baby-adv,2
433,Adv-Txt-Skydiver-adv,2
434,Adv-Txt-Spain-adv,2
435,Adv-Txt-Starbucks-adv,2
436,Adv-Txt-Superbugs-adv,2
437,Adv-Txt-Swedish prisons-adv,2
438,Adv-Txt-Syria-adv,2
439,Adv-Txt-Teff-adv,2
440,Adv-Txt-Thatcher-adv,2
441,Adv-Txt-US shutdown-adv,2
442,Adv-Txt-Violence-adv,2
443,Adv-Txt-WNL 101 year old bottle message-adv,2
444,Adv-Txt-WNL A good night sleep-adv,2
445,Adv-Txt-WNL Apple-adv,2
446,Adv-Txt-WNL Arctic Ramadan-adv,2
447,Adv-Txt-WNL Are MOOCs the future-adv,2
448,Adv-Txt-WNL are you a bad boyfriend-adv,2
449,Adv-Txt-WNL Bangladesh factory owners-adv,2
450,Adv-Txt-WNL Bangladeshi organization-adv,2
451,Adv-Txt-WNL Barack Obama-adv,2
452,Adv-Txt-WNL Basic phone logs-adv,2
453,Adv-Txt-WNL Billionaires-adv,2
454,Adv-Txt-WNL Black Friday-adv,2
455,Adv-Txt-WNL Bogus Allergy-adv,2
456,Adv-Txt-WNL Bright Future-adv,2
457,Adv-Txt-WNL Brown bears-adv,2
458,Adv-Txt-WNL Calais Migrants-adv,2
459,Adv-Txt-WNL Can the US-adv,2
460,Adv-Txt-WNL Canadian Pair-adv,2
461,Adv-Txt-WNL Castaway-adv,2
462,Adv-Txt-WNL Changing India-adv,2
463,Adv-Txt-WNL Coloring Books-adv,2
464,Adv-Txt-WNL Criminal Links-adv,2
465,Adv-Txt-WNL Cuba-adv,2
466,Adv-Txt-WNL David Bowie-adv,2
467,Adv-Txt-WNL David Mitchell-adv,2
468,Adv-Txt-WNL Drowning in rubbish-adv,2
469,Adv-Txt-WNL EU Pollution-adv,2
470,Adv-Txt-WNL Experience-adv,2
471,Adv-Txt-WNL Extinction-adv,2
472,Adv-Txt-WNL Extreme heat-adv,2
473,Adv-Txt-WNL FIFA-adv,2
474,Adv-Txt-WNL Fifth of young adults-adv,2
475,Adv-Txt-WNL First female coach-adv,2
476,Adv-Txt-WNL First high resolution images-adv,2
477,Adv-Txt-WNL Five jobs-adv,2
478,Adv-Txt-WNL Four new elements-adv,2
479,Adv-Txt-WNL Glastonbury-adv,2
480,Adv-Txt-WNL Goodbye fish and chips-adv,2
481,Adv-Txt-WNL Google boss-adv,2
482,Adv-Txt-WNL Google car-adv,2
483,Adv-Txt-WNL How downtown Abbey-adv,2
484,Adv-Txt-WNL I confused my numbers-adv,2
485,Adv-Txt-WNL Icebucket challenge-adv,2
486,Adv-Txt-WNL Icelandic names-adv,2
487,Adv-Txt-WNL In flight-adv,2
488,Adv-Txt-WNL India's rich-adv,2
489,Adv-Txt-WNL Inky the octopus-adv,2
490,Adv-Txt-WNL Inventions-adv,2
491,Adv-Txt-WNL Japan-adv,2
492,Adv-Txt-WNL JMW Turner-adv,2
493,Adv-Txt-WNL John Lewis-adv,2
494,Adv-Txt-WNL Kate Bush-adv,2
495,Adv-Txt-WNL Kiruna-adv,2
496,Adv-Txt-WNL Lego movie-adv,2
497,Adv-Txt-WNL Loneliness-adv,2
498,Adv-Txt-WNL Love hormonw-adv,2
499,Adv-Txt-WNL Making a killing-adv,2
500,Adv-Txt-WNL Man falls-adv,2
501,Adv-Txt-WNL Mars-adv,2
502,Adv-Txt-WNL Men in black-adv,2
503,Adv-Txt-WNL Mirrors-adv,2
504,Adv-Txt-WNL Morocco-adv,2
505,Adv-Txt-WNL Music-adv,2
506,Adv-Txt-WNL Mystery Shopper-adv,2
507,Adv-Txt-WNL NASA Astronaut-adv,2
508,Adv-Txt-WNL Neuroscientists-adv,2
509,Adv-Txt-WNL New Orleans-adv,2
510,Adv-Txt-WNL Nigerian low tech-adv,2
511,Adv-Txt-WNL Noise pollution -adv,2
512,Adv-Txt-WNL Novel way-adv,2
513,Adv-Txt-WNL On the trail-adv,2
514,Adv-Txt-WNL Organic Food-adv,2
515,Adv-Txt-WNL Pacific Islanders-adv,2
516,Adv-Txt-WNL Pizza chain-adv,2
517,Adv-Txt-WNL Planet-adv,2
518,Adv-Txt-WNL Poverty-adv,2
519,Adv-Txt-WNL Revolution-adv,2
520,Adv-Txt-WNL Rwanda-adv,2
521,Adv-Txt-WNL Satnav-adv,2
522,Adv-Txt-WNL Scarlett-adv,2
523,Adv-Txt-WNL School Sports-adv,2
524,Adv-Txt-WNL School-adv,2
525,Adv-Txt-WNL Scientist-adv,2
526,Adv-Txt-WNL Scottish referendum-adv,2
527,Adv-Txt-WNL SeaWorld-adv,2
528,Adv-Txt-WNL Shakespeare-adv,2
529,Adv-Txt-WNL shark-adv,2
530,Adv-Txt-WNL Ships noise-adv,2
531,Adv-Txt-WNL Shocking-adv,2
532,Adv-Txt-WNL Shops-adv,2
533,Adv-Txt-WNL six well paid jobs-adv,2
534,Adv-Txt-WNL Six year olds-adv,2
535,Adv-Txt-WNL Spain Robin Hood-adv,2
536,Adv-Txt-WNL Spain Wetlands-adv,2
537,Adv-Txt-WNL Star Wars-adv,2
538,Adv-Txt-WNL Still no flying cars-adv,2
539,Adv-Txt-WNL Swarthy caveman-adv,2
540,Adv-Txt-WNL Switched Babies-adv,2
541,Adv-Txt-WNL Ten ideas-adv,2
542,Adv-Txt-WNL The age of music-adv,2
543,Adv-Txt-WNL The Greek island-adv,2
544,Adv-Txt-WNL The last-adv,2
545,Adv-Txt-WNL The lightweight-adv,2
546,Adv-Txt-WNL The millenials-adv,2
547,Adv-Txt-WNL Tributes-adv,2
548,Adv-Txt-WNL Use of e-cig-adv,2
549,Adv-Txt-WNL Vienna-adv,2
550,Adv-Txt-WNL Waiters-adv,2
551,Adv-Txt-WNL Ways Facebook changed-adv,2
552,Adv-Txt-WNL We must-adv,2
553,Adv-Txt-WNL Wealth therapy-adv,2
554,Adv-Txt-WNL What does Apple-adv,2
555,Adv-Txt-WNL What is world's-adv,2
556,Adv-Txt-WNL What's the secret-adv,2
557,Adv-Txt-WNL Who can stop Trump-adv,2
558,Adv-Txt-WNL Who invented-adv,2
559,Adv-Txt-WNL Why are people so wrong-adv,2
560,Adv-Txt-WNL Why we should -adv,2
561,Adv-Txt-WNL Why you should start work at 10-adv,2
562,Adv-Txt-WNL Will drones-adv,2
563,Adv-Txt-WNL Winter-adv,2
564,Adv-Txt-WNL World Cup-adv,2
565,Adv-Txt-WNL Young Americans-adv,2
566,Adv-Txt-Zero Hours-adv,2
